Course Title,Rating,Level,Duration,Review,Modules,Instructor,Offered By,Keyword,Course Url
Curanderismo: Traditional Healing Using Plants,4.7,Beginner,14.0,211,"Introduction to Curanderismo: The Art of Traditional Medicine, Interviews with Traditional Healers., Plants of the Southwest, Medicinal Plants for the Digestive System., Medicinal Plants for the Nervous System, Tinctures and Microdosis., Juice Therapy | Jugoterapia, Geotherapy, Healing with Herbal Oils, Herbal Smoke for Healing.","Mario Del Angel-Guevara, Eliseo (Cheo) Torres",University of New Mexico,Arts and Humanities,https://www.coursera.org/learn/curanderismo-plants
"The Modern World, Part Two: Global History since 1910",4.8,Beginner,20.0,1.527,"Crackup (1905-1917), New Orders Emerge (1917-1930), The Crisis of the World (1930-1940), Total War and Aftermath (1940-1950), The Return of Wartime (1950-1968), Decay and Renaissance (1968-1991), The Next Phase (1991-2013)",Philip Zelikow,University of Virginia,Arts and Humanities,https://www.coursera.org/learn/modern-world-2
Love as a Force for Social Justice,4.7,Beginner,27.0,404,"Introduction, Words and the Meaning of Love, Love and the Brain, Love and Monotheistic Religions, Love and Systems of Ethical Thought, Love in Action in One-on-One Interactions, Love in Action at Work in the Business Community, Love in Action in Non-Governmental Organizations, Love and Social Justice,  Love as an Expression of Creativity and Meaning in Life, Love in our Future Lives",Anne Firth Murray,Stanford University,Arts and Humanities,https://www.coursera.org/learn/love-social-justice
Sharpened Visions: A Poetry Workshop,4.8,Beginner,8.0,1.701,"Introduction and the Poetic Line, Abstraction and Image, Metaphor and Other Formulas of Difference, Rhyme, Rhythm, Sharpened Poetry: Revision Strategies",Douglas Kearney,California Institute of the Arts,Arts and Humanities,https://www.coursera.org/learn/poetry-workshop
UX Design Fundamentals,4.8,Beginner,13.0,2.068,"Course Overview, Ideation, Articulation, Development, Planning, Testing, Researching, Mapping, What Goes Where?, Making it by Faking it",Michael Worthington,California Institute of the Arts,Arts and Humanities,https://www.coursera.org/learn/ux-design-fundamentals
Egiptología (Egyptology),4.9,Beginner,36.0,1.419,"Bienvenida y presentación, Orígenes, Pirámides, Sinuhé, Hyksos, Amón, Amarna, Ramsés, Rosetta, Examen final","Josep Cervelló, José Lull",Universitat Autònoma de Barcelona,Arts and Humanities,https://www.coursera.org/learn/egypt
Ideas from the History of Graphic Design,4.7,Beginner,10.0,2.429,"Early Mass Marketing, The Bauhaus, Modernism in America , Graphic Design Radicalism","Lorraine Wild, Louise Sandhaus",California Institute of the Arts,Arts and Humanities,https://www.coursera.org/learn/graphic-design-history
Introduction to Ancient Egypt and Its Civilization,4.6,Intermediate,8.0,2.674,"Welcome to the Course , History and Chronology, The Pharaoh and Kingship, Gods and Goddesses, The Pyramids and the Sphinx, Mummies and Mummification",David P. Silverman,University of Pennsylvania,Arts and Humanities,https://www.coursera.org/learn/introancientegypt
The Language of Design: Form and Meaning,4.6,Beginner,8.0,763,"Week 1: Course Orientation and Overview, Week 1: Audience/Context/Culture, Week 2: Basics of Form, Week 3: Meaning and Concept, Week 4: Synthesis: Critique and Effective Design","Randy Nakamura, Yasmin Khan Gibson",California Institute of the Arts,Arts and Humanities,https://www.coursera.org/learn/design-language
Piano Techniques for Modern Music,0.0,Beginner,11.0,0,"Welcome to Piano Techniques for Modern Music, Lesson 1: Fundamentals of Posture and Hand Position, Lesson 2: Finger and Arm Technique, Lesson 3: Wrist Technique and Chord Tones, Lesson 4: Pedal Technique",Zahili Gonzalez Zamora,Berklee,Arts and Humanities,https://www.coursera.org/learn/piano-techniques-for-modern-music
Ecologie Politique: défi de la durabilité pour les démocraties,4.8,Beginner,10.0,200,"Module 1: Les maux et les mots de l’écologie, Module 2: Les différents courants de l’écologie politique , Module 3: De l’écologie politique au développement durable  , Module 4  :  Le courant institutionnaliste de l’écologie politique et le problème auquel il cherche à répondre : l’incapacité des démocraties à gérer le long terme","Dominique Bourg, Gabriel Salerno",University of Lausanne,Arts and Humanities,https://www.coursera.org/learn/ecologie-politique
Historia del Arte: Del Arte Prehistórico al Renacimiento,4.7,Beginner,16.0,485,"Arte Prehistórico y Arte en el Antiguo Egipto, Arte Prehelénico y en la Grecia Antigua, El arte romano antiguo y en la Edad Media, Renacimiento y Manierismo",Daniela de la Rez,Universidad de Palermo,Arts and Humanities,https://www.coursera.org/learn/historia-arte-prehistorico-renacimiento
Russian History: from Lenin to Putin,4.7,Beginner,11.0,752,"The 9th Century to the 1920s, The Great Patriotic War: Before and After, Reform, Stagnation, Collapse, Rebirth?",Peter Kenez,"University of California, Santa Cruz",Arts and Humanities,https://www.coursera.org/learn/russian-history-lenin-putin
Music Business Foundations,4.9,Not Provided,11.0,2.547,"The Music Industry, Recording Agreements, Copyright Basics, Managers, Agents, and Attorneys","John P. Kellogg, Esq.",Berklee,Arts and Humanities,https://www.coursera.org/learn/music-business-foundations
"El águila, el nopal y ¿la serpiente?",0.0,Beginner,7.0,0,"Elementos que integran el símbolo de la fundación de México-Tenochtitlán, La interpretación del símbolo de la fundación de México-Tenochtitlán",Noemí Cruz Cortés,Universidad Nacional Autónoma de México,Arts and Humanities,https://www.coursera.org/learn/aguila-serpiente
Roman Architecture,4.9,Beginner,40.0,608,"Introduction to Roman Architecture, It Takes a City: The Founding of Rome and the Beginnings of Urbanism in Italy, Technology and Revolution in Roman Architecture,  Civic Life interrupted: Nightmare and Destiny on August 24, A.D. 79, Lifestyles of the Rich and Famous: Houses and Villas at Pompeii, Habitats at Herculaneum and Early Roman Interior Decoration, Gilding the Lily: Painting Palaces and Villas in the First Century A.D., Exploring Special Subjects on Pompeian Walls, From Brick to Marble: Augustus Assembles Rome, Accessing Afterlife: Tombs of Roman Aristocrats, Freedmen, and Slaves, Notorious Nero and His Amazing Architectural Legacy, The Creation of an Icon: The Colosseum and Contemporary Architecture in Rome, The Prince and the Palace: Human Made Divine on the Palatine Hill, The Mother of All Forums: Civic Architecture in Rome under Trajan, ""Rome and a Villa: Hadrians Pantheon and Tivoli Retreat"", The Roman Way of Life and Death at Ostia, The Port of Rome, Bigger is Better: The Baths of Caracalla and Other Second-and Third-Century Buildings in Rome, ""Hometown Boy: Honoring an Emperors Roots in Roman North Africa"", Baroque Extravaganzas: Rock Tombs, Fountains, and Sanctuaries in Jordan, Lebanon, and Libya,  Roman Wine in Greek Bottles: The Rebirth of Athens, Making Mini Romes on the Western Frontier, Rome Redux: The Tetrarchic Renaissance, Rome of Constantine and a New Rome",Diana E.E. Kleiner,Yale University,Arts and Humanities,https://www.coursera.org/learn/roman-architecture
"The Holocaust - An Introduction (I): Nazi Germany: Ideology, The Jews and the World",4.8,Not Provided,7.0,1.368,"From Hatred to Core Ideology; From Democracy to a Totalitarian State; Nazi Germany and the Jews, The World and the Jews in World War II, The Abyss of Isolation - the perspective of the individual","Professor Havi Dreifuss, PhD, ""Dr Naama Bela Shik, PhD""","Tel Aviv University, Yad Vashem ",Arts and Humanities,https://www.coursera.org/learn/holocaust-introduction-1
Seeing Through Photographs,4.8,Beginner,17.0,4.288,"Introduction to Seeing Through Photographs, One Subject, Many Perspectives, Documents and the Documentary, One and Another, Constructing Narratives, Challenging Histories, Pictures of People, Ocean of Images","Lucy Gallun, Sarah Meister",The Museum of Modern Art,Arts and Humanities,https://www.coursera.org/learn/photography
Curanderismo: Traditional Healing of the Body,4.7,Beginner,14.0,100,"INTESTINAL BLOCKAGE (EMPACHO) & SHAWL ALIGNMENTS (MANTEADAS), FIRE CUPPING (VENTOSAS) & BONE SETTER (HUESERO), MAYAN ABDOMINAL MASSAGE & BODY ADJUSTMENT, SPINAL ALIGNMENT & HYDROTHERAPY, TRADITIONAL HEALING OF INFANTS & TRADITIONAL HEALING FOR THE AGING COMMUNITY","Mario Del Angel-Guevara, Eliseo (Cheo) Torres",University of New Mexico,Arts and Humanities,https://www.coursera.org/learn/curanderismo-traditional-healing-body
American History Through Baseball Specialization,4.1,Beginner,10.0,8,"Moneyball and Globalization, Race, Gender, and Culture, Baseball and Americanism, Baseball into the Millennium",Tom Zeiler,University of Colorado Boulder,Arts and Humanities,https://www.coursera.org/specializations/american-history-through-baseball
Introduction to Ableton Live,4.8,Not Provided,13.0,1.098,"Welcome to Introduction to Ableton Live, Getting Our Hands Dirty, Polishing the Sound, The Endless Possibilities",Erin Barra,Berklee,Arts and Humanities,https://www.coursera.org/learn/ableton-live
Philosophy and the Sciences: Introduction to the Philosophy of Cognitive Sciences,4.6,Not Provided,11.0,1.354,"Philosophy and the Sciences Part 1, Stone-age minds in modern skulls: evolutionary theory and the philosophy of mind (Suilin Lavelle and Kenny Smith), What is consciousness? (Mark Sprevak and David Carmel), Intelligent machines and the human brain (Mark Sprevak and Peggy Series), Embodied cognition (Andy Clark and Barbara Webb)","Dr David Carmel, Dr. Alasdair Richmond, Dr. Suilin Lavelle, Professor Duncan Pritchard, Dr Peggy Series, Professor Andy Clark, Professor John Peacock, Dr Mark Sprevak, Professor Barbara Webb,  Professor Michela Massimi, Dr Kenny Smith",The University of Edinburgh,Arts and Humanities,https://www.coursera.org/learn/philosophy-cognitive-sciences
Script Writing: Write a Pilot Episode for a TV or Web Series (Project-Centered Course),4.5,Not Provided,21.0,725,"Develop your TV series concept, Write Act One of your pilot episode, Write Act Two, Act Three, Polish your script, create a Cold Open and finish the Season One Bible",David Wheeler,Michigan State University,Arts and Humanities,https://www.coursera.org/learn/script-writing
Story and Narrative Development for Video Games,4.7,Beginner,11.0,1.206,"Week 1: An Introduction to Story, Week 2: Game Story Structure, Week 3: Story Workshop, Week 4: From Story to Game",Dariush Derakhshani,California Institute of the Arts,Arts and Humanities,https://www.coursera.org/learn/video-game-story
Think Again I: How to Understand Arguments,4.6,Beginner,25.0,2.899,"Welcome to the Specialization, How to Spot an Argument , How to Untangle an Argument, How to Reconstruct an Argument, Catch-Up and Final Quiz","Dr. Walter  Sinnott-Armstrong, Dr. Ram  Neta",Duke University,Arts and Humanities,https://www.coursera.org/learn/understanding-arguments
"Philosophy, Science and Religion: Philosophy and Religion",4.6,Beginner,24.0,473,"Introduction to the course, Mind, Science, and Religion, Science and Religion in the Public Realm, Religious Disagreement and Friendly Theism/Atheism, The Hiddenness Argument and the Contribution of Philosophy, Religious and Scientific Fundamentalism, Epistemic Virtues and Vices in Science and Religion","Dr J Adam Carter, Professor Mark Harris, Dr Mog Stapleton, Dr Orestis Palermos, Professor Duncan Pritchard",The University of Edinburgh,Arts and Humanities,https://www.coursera.org/learn/philosophy-science-religion-2
Recovering the Humankind's Past and Saving the Universal Heritage,4.4,Not Provided,13.0,266,"COURSE INFORMATION & COLLABORATIVE ACTIVITIES, Week 1 - The recovery of the human past and the protection of the universal heritage. , Week 2 - The birth of archaeology and its role in the contemporary world. , Week 3 - The birth of archaeology and its role in the contemporary world. , Week 4 - The birth of archaeology and its role in the contemporary world. , Week 5 - The birth of archaeology and its role in the contemporary world. , Week 6 - Digitizing Cultural Objects and 3D virtual reconstruction , Week 7 - Digitizing Cultural Objects and 3D virtual reconstruction , Week 8 - Digitizing Cultural Objects and 3D virtual reconstruction ","Emanuel Demetrescu, Andrea Vitaletti, Paolo Matthiae, Davide Nadali",Sapienza University of Rome,Arts and Humanities,https://www.coursera.org/learn/preserving-cultural-heritage
Violences et religions,4.7,Beginner,23.0,119,"Méthode, principes, origines, La chrétienté médiévale, ""Lislam médiéval et moderne"", ""LEurope moderne (16e-18e siècle)"", ""Lislam du 18e au 20e siècle"", ""Réflexions et défis daujourdhui""",Michel Grandjean,University of Geneva,Arts and Humanities,https://www.coursera.org/learn/violences-religions
Getting Started with Essay Writing,4.7,Not Provided,19.0,3.152,"Course Introduction, Essay Writing, Writing Compare/Contrast Essays, Writing Cause/Effect Essays, Writing Argument Essays","Helen Nam, Tamy Chapman","University of California, Irvine",Arts and Humanities,https://www.coursera.org/learn/getting-started-with-essay-writing
Discover Acting,4.8,Beginner,12.0,26,"Who am I, what is an actor and what is acting?, Using your instrument as a tool for performance; integrating your mind, body, voice and imagination, Exploring the text, Adding detail to your performance",James Palm,University of London,Arts and Humanities,https://www.coursera.org/learn/discover-acting
Chinese Culture and Contemporary China ,4.6,Beginner,11.0,498,"Essentials of Chinese Confucian Thought , Essentials of Chinese Painting, Essentials of Chinese Music, Essentials of Chinese Costume, Chinese Cuisine, Chinese Traditional Festivals","杨居柳, 程爱民, 敖雪岗, 张斌",Nanjing University,Arts and Humanities,https://www.coursera.org/learn/china-culture-contemporary
